Emoji unice în predicții: 594
{'💑', '👙', '🎁', '🍟', '🧥', '♻', '🏠', '☔', '👃', '🛩', '👪', '🪴', '😎', '🛡', '🐦', '🚤', '🚒', '🏛', '🧵', '🐕', '🦉', '💸', '🔢', '⚽', '✏', '👍', '🇪', '🥢', '\u200d', '🎨', '🍣', '📝', '🐬', '🍍', '💣', '💥', '🔩', '🦩', '👔', '🌙', '🌑', '😺', '🌨', '🌩', '🐢', '🛵', '🖋', '🎬', '📜', '💛', '✂', '⛺', '🕺', '👑', '🌭', '🛏', '🚣', '🍛', '💪', '🐈', '🥾', '🍰', '🪑', '🏭', '🧑', '🌆', '🍀', '🍔', '🦋', '🇯', '🦷', '💞', '🏜', '💚', '🥶', '🦰', '🏰', '🏸', '🎋', '🍎', '📅', '🧐', '🇲', '🧽', '💊', '💆', '🚛', '👨', '☁', '🍜', '🧹', '🙈', '👯', '🕯', '🏽', '🔋', '🌱', '🥓', '🆘', '🏞', '😱', '🍝', '👏', '🕊', '🧱', '📌', '🔊', '🌏', '🚜', '🏕', '📐', '🪛', '⚕', '🦊', '🐡', '💉', '🪵', '🌅', '🐶', '🧘', '🍑', '🏍', '🤹', '🌯', '🏟', '🎢', '🎮', '✋', '🧩', '🇩', '🍌', '🇽', '🩰', '📽', '🎵', '🖐', '🛍', '🗞', '🛠', '🏋', '🌐', '📖', '🧗', '😢', '🎹', '🏯', '🆒', '🎾', '🤵', '🇦', '🥁', '👗', '🥦', '🤔', '🛶', '🎶', '🎡', '🤓', '🎊', '🍅', '👵', '🚴', '🕶', '❄', '👸', '💧', '🍞', '⛹', '🚗', '🌎', 'n', '🔛', '🆕', '🧊', '🎞', '🍽', '🍲', '🕹', '✈', '🍄', '😤', '👋', '🩺', '💕', '🌿', '🍫', '🌼', '🌌', '🛣', '🎻', '🧰', '🦅', '😬', '💐', '🐧', '🥘', '🚌', '🖥', '🪚', '🚅', '🥤', '🎼', '🏘', '🤩', '🎿', '♂', '🦴', '🍳', '🍱', '😄', '✅', '🚿', '🌵', '👷', '🥕', '🗝', '💇', '🇴', '🤖', '💃', '📰', '🇰', '🔨', '😮', '⛄', '🐟', '🎆', '👢', '🐠', '🖊', '🌸', '🍿', '🎸', '🥊', '🛀', '🌴', '👠', '🕌', '🐼', '🥒', '👶', '🏌', '😋', '🧭', '👚', '😲', '💭', '🚪', '💜', '🥥', '🪟', '⛱', '🏥', '💦', '🌬', '🍨', '💯', '🏎', '🌫', '🐒', '👁', '🥛', '🔎', '❗', '🥩', '🇨', '💰', '🌞', '🐅', '⭐', '🐛', '🦢', '💻', '☮', '🕰', '😞', '🏂', '👴', '⚱', '🏖', '🍃', '🚶', '🎯', '🍦', '👉', '🗻', '🔗', '🪄', '🦌', '🍪', '👬', '😇', '🤙', '🥧', '⚡', '🐾', '👣', '🐳', '🎠', '📱', '🥋', '🇮', '💔', '🌇', '😷', '🕴', '🧙', '🍢', '🩱', '🌄', '🍷', '📈', '📦', '🥣', '⛪', '💓', '🌍', '🗿', '🎃', '🏈', '😅', '🤿', '🍗', '🩳', '📊', '👘', '😰', '🌳', '🍵', '✝', '🧓', '⛑', '🏗', '🌥', '🎪', '🌉', '🐱', '🚫', '⚾', '🏄', '🍉', '☕', '👧', '👜', '🗓', '🏩', '🌽', '🍻', '🐺', '📚', '🍁', '🏻', '🦁', '🇬', '🤣', '🥅', '💎', '🛴', '💬', '🐆', '💒', '🎳', '😂', '🧀', '🖌', '🌟', '💡', '🇭', '🥬', '🎩', '👥', '💙', '🔥', '☀', '🏢', '🧈', '🧚', '🤝', '🥄', '😩', '🗼', '💖', '🎎', '🔫', '🍂', '🤤', '🌤', '😕', '💅', '🚘', '🌾', '🥗', '📸', '⚙', '🌹', '🍕', '🥪', '🙏', '⛈', '🗽', '☃', '🛋', '🎓', '🏔', '🇳', '🏫', '👐', '🐋', '🇵', '🇧', '🩹', '🌮', '🧺', '📷', '🌃', '👟', '🌧', '🐻', '💁', '🏆', '🦒', '🎉', '🎖', '📢', '️', '⌛', '👌', '⛷', '📏', '🥟', '🔲', '🛹', '🥳', '👦', '🧁', '🤞', '🌷', '🌪', '💨', '🎀', '🧳', '🤜', '🖼', '😘', '🥰', '🏙', '💗', '⚒', '👀', '🚙', '🌡', '📘', '🔳', '🧼', '✨', '🦸', '🗺', '🕳', '🤯', '💄', '😴', '🎧', '🌲', '🚐', '🔄', '🪶', '🏅', '✔', '🚧', '🗣', '🔝', '🔒', '🥐', '🚚', '🔌', '🚲', '🙂', '⛳', '🖤', '😻', '🎟', '🍓', '🐰', '👭', '👰', '❤', '🏁', '🍯', '😆', '🎇', '⏰', '🧠', '🌻', '🇺', '🔮', '😍', '🕵', '👻', '🏐', '🍴', '🇫', '👂', '🏺', '🚀', '😔', '🥵', '🍚', '💤', '🏊', '⛩', '😫', '🔑', '🐿', '🎥', '🧶', '🇸', 'a', '🐝', '👕', '➡', '🎭', '🏝', '👫', '🏬', '💫', '🛒', '🎂', '🎷', '🏼', '🔧', '🏀', '🛌', '🥑', '🧣', '🚰', '🎌', '🚦', '🕍', '💍', '😁', '👖', '👅', '✍', '🔬', '🤗', '🔍', '🦇', '😌', '🧢', '😃', '🌀', '✊', '⚖', '⛵', '🪂', '🍹', '😭', '👊', '🤸', '♀', '🙌', '🇷', '🧂', '🎤', '💾', '👡', '⏳', '🌈', '🌶', '🌊', '🐨', '👩', '🕉', '🎲', '📺', '🏡', '🤘', '🚵', '⛰', '🥞', '🏃', '⛸', '🦜', '📿', '😊', '🚨', '🪓', '🌺', '🐘', '🔪', '🇹', '💼', '🤪', '🎄'}

===============================
        GLOBAL METRICI
===============================

Exact Match         : 0.0000
Emoji F1            : 0.3614
Jaccard             : 0.2555
Avg Levenshtein     : 7.3556
Avg Length Diff     : 3.1222
BLEU                : 0.0000
ChrF                : 6.6861

===============================
        STATISTICI AVANSATE
===============================

Lungimi predicții:
Avg True Len        : 7.7545
Avg Pred Len        : 6.1032
Std True Len        : 3.5386
Std Pred Len        : 2.7254

Under/Over-generation:
Under-generate      : 0.5963
Over-generate       : 0.2884
Equal length        : 0.1153

Top 20 emoji în TRUE:
[('️', 2047), ('\u200d', 571), ('✨', 345), ('❤', 227), ('♀', 222), ('💪', 211), ('🎨', 161), ('🔥', 160), ('🌸', 147), ('😍', 136), ('🌿', 128), ('🌟', 123), ('♂', 113), ('🌊', 110), ('☀', 105), ('🌳', 105), ('👩', 104), ('🌈', 102), ('💃', 102), ('🏞', 102)]

Top 20 emoji în PRED:
[('️', 560), ('\u200d', 344), ('🔥', 263), ('❤', 220), ('♀', 213), ('✨', 212), ('💪', 198), ('🏞', 166), ('😍', 165), ('🌿', 162), ('☀', 155), ('🌟', 151), ('🌸', 145), ('🎨', 140), ('🌳', 137), ('😌', 135), ('🌞', 125), ('💃', 119), ('🎉', 116), ('💨', 113)]

true,pred,exact_match,emoji_f1,jaccard,levenshtein,len_true,len_pred,len_diff
🌵💧❤️🪴🏠,🌵🏜💦💪,0,0.2,0.1111111111111111,5,6,4,2
💃🎶🕺👯‍♂️👯‍♀️🌅,️🎉👬👭👯,0,0.23529411764705882,0.16666666666666666,11,12,5,7
☀️🔥💦,☀🔥,0,0.6666666666666666,0.5,2,4,2,2
🌿🌸🧘‍♀️💆‍♀️😌,‍♀️🌸🌿💆💜😌🧘,0,0.7999999999999999,0.8888888888888888,8,11,9,2
🍔🍟🤤🍔🍟,🍔🍟🔥🤤,0,0.6666666666666665,0.75,3,5,4,1
⚽🌍🧑‍🤝‍🧑🥅⚽,‍⚽🌍🌎🏀👥💪🤝,0,0.47058823529411764,0.4,8,9,8,1
🎨🌌🖼️💤🌀👀🎭🤔💭,🌀🎨🎭👀👁💫💭🖌🖼,0,0.631578947368421,0.46153846153846156,10,10,9,1
🌳🎍🤩🌱🧒👉📏,‍🏋🏼💪🔥,0,0.0,0.0,7,7,5,2
🏙️🌆🎨🗣️❤️😍🌈🦝🌼,‍️🌆🌈🎨🏙💬🖌,0,0.5,0.38461538461538464,10,12,8,4
🌅🏝️⛱️🌊☀️😎💦,‍♀♂⛱️🌊🌴🏖🏝,0,0.4210526315789474,0.3076923076923077,7,10,9,1
🏝️🌊🚤⛱️☀️🧘‍♀️🍹🌅😍,☀🌅🌊🌞🌴🏖,0,0.28571428571428575,0.2,14,15,6,9
🇮🇪🍀🌄🍺🍻🍃,🇪🌲🌳🏞🏰,0,0.16666666666666666,0.09090909090909091,6,7,5,2
🔥🚚✨🪟🍔🌭🎉,⚡🏡💪🔋🔌🔥,0,0.15384615384615383,0.08333333333333333,7,7,6,1
🍅🥦🥭🍓🍞🛒✨🌿,‍️🌽🌾🍅🛒,0,0.28571428571428575,0.16666666666666666,7,8,6,2
🏊‍♂️💦💪🧘‍♂️👁️‍🗨️🏋️‍♂️,‍♀♂️🏊,0,0.32000000000000006,0.36363636363636365,17,20,5,15
❤️🥰🧥🌬🌨👨‍❤️‍👨☕❄️,❄❤️🌬👕😍🧣🧥,0,0.43478260869565216,0.38461538461538464,13,15,8,7
🦋🎏🌻🐝✨,✨🌸🌺🌿🐛💫🦋,0,0.3333333333333333,0.2,7,5,7,2
🌟💡🎨,🌈🌟🎉🎨🎭,0,0.5,0.3333333333333333,3,3,5,2
🦁💯💃🏽🌍,👑💪🔥🦁,0,0.22222222222222224,0.125,5,5,4,1
🍣🍣🍣🎨🔪🌸😋👌😍,🍣🍱🍽🎨👌😋😍,0,0.6250000000000001,0.5555555555555556,5,9,7,2
🖼️🤯💫🎨👏,🎨👀👁📐🔲😲,0,0.16666666666666666,0.09090909090909091,6,6,6,0
🏀💪💃🤝🔥,‍♀🏀👥💪,0,0.4000000000000001,0.25,5,5,5,0
👴📖🧐🗣️💭,👂👴💬,0,0.2222222222222222,0.125,6,6,3,3
⛈️🌪️🌅,⚡⛈🌧🌩🌪🌬,0,0.3636363636363636,0.25,5,5,6,1
🌯🌯💕🌯😋🤤,🔥😋🤤🧀,0,0.4,0.3333333333333333,5,6,4,2
🐘🐾🧠🎉🙏🏼🌿🗞️,🐘🐾💡📚🧐🧠,0,0.4,0.25,7,9,6,3
👩‍⚕️📖💪😷💉,‍⚕🏥👨👩💉💊💪🩺,0,0.5882352941176471,0.4166666666666667,8,8,9,1
🏃🏅🥇😎❤️,‍♀♂️🏁🏃🏅💪,0,0.42857142857142855,0.2727272727272727,8,6,8,2
☀️💦🌪️🥵💨💖,☀❄️🌀🌞🌡🌬🏠💨😎🥵,0,0.4210526315789474,0.2857142857142857,8,8,11,3
👩‍⚕️💉💊🏥❤️👨‍👧‍👦🚶‍♀️🏋️‍♀️🏊‍♂️💆‍♀️,‍⚕❤️🏥👨👩💉💊🩺,0,0.4390243902439024,0.5,27,31,10,21
🍣🌙✨💃,‍♀🌵💁💪🔥,0,0.0,0.0,6,4,6,2
🌻💛😄,☀🌞🌻,0,0.3333333333333333,0.2,3,3,3,0
🌻🐝🌸🍃✨,🌞🌺🌻🌼🍯🐝,0,0.3636363636363636,0.2222222222222222,6,5,6,1
🏈👕🎉❤️,⚾🏀👟💪🔥,0,0.0,0.0,5,5,5,0
🏗️🏛️👷‍♂️🔨✨,✨️🏗🏢🏰👷💡📐🔨🖌,0,0.5,0.38461538461538464,8,10,10,0
🚲🔧❤️,💪🔧🔩🚲🛠,0,0.4444444444444445,0.2857142857142857,4,4,5,1
🥗🥕🍇🥒🙌,🍅🍴👌😋🥑🥒🥗🧀,0,0.3076923076923077,0.18181818181818182,7,5,8,3
🍔🍟⚡,🍔💦🔥😋,0,0.28571428571428575,0.16666666666666666,3,3,4,1
🎤🎶🎸💜🙌,🎤🎵🎶🎸,0,0.6666666666666665,0.5,3,5,4,1
🏖️🍴🥂🦐🌺,️🌊🌴🏖🏝💦,0,0.3333333333333333,0.2,6,6,6,0
🧼🍽️👷‍♀️🔌💦,🍽💦🔌🚫🚿🧽,0,0.4,0.2727272727272727,8,9,6,3
🚛💪🌊🛤️➕🔓🌏💣😅,🏞💪🔥🚛,0,0.28571428571428575,0.16666666666666666,9,10,4,6
🏃‍♀️🌳💪🤸‍♀️😄,‍♀️🌲🌳🌿🏞🚶,0,0.4210526315789474,0.3333333333333333,8,11,8,3
🏰🌳🌲🍃🖼️🧚‍♀️🧝‍♀️🏕️✨,‍♀✨️🏞🏡🏰🗺🧚,0,0.46153846153846156,0.4,15,17,9,8
✨💃🎶🌈🤗❤️,♂️🌈🎵🎶👯💃🕺,0,0.5333333333333333,0.36363636363636365,8,7,8,1
🦋💖💓🙈🍃,❤💓💕💖😍🦋,0,0.5454545454545454,0.375,6,5,6,1
🏍️🏔️,️🏍😎🛣,0,0.5,0.4,4,4,4,0
🤖🛁🏠✨,🏠🏡💨🔌🤖🧹🧽,0,0.36363636363636365,0.2222222222222222,7,4,7,3
💃🎉,🎵🎶💃💥🕺,0,0.28571428571428575,0.16666666666666666,4,2,5,3
😍🏰⛪🌟🔔👼🌹😇🕍✨,⛪🏛🏰💒🕍,0,0.4,0.25,8,10,5,5
🌴👨‍👩‍👧‍👦🏖️😎⛱️🌊,‍♀️🌊🌴🏖👦👧👨👩😎,0,0.8,0.8333333333333334,12,14,11,3
🌅🌊😍🙌🧡,🌅🌊🌴🏖😍,0,0.6,0.42857142857142855,3,5,5,0
👖💔🤘🔥😎,👖👟🔥😍,0,0.4444444444444445,0.2857142857142857,3,5,4,1
🚙💎🌳🤩🏞️,🌲🏎🏞💨💪🔥🚙,0,0.30769230769230765,0.18181818181818182,7,6,7,1
🚘💨💁☀️💆‍♀️,☀️🌞🌬🌴💇💨😎🚗,0,0.3333333333333333,0.21428571428571427,9,9,9,0
🖤👗✨💃🌟👠🍸,🏻👗💃🖤,0,0.5454545454545454,0.375,5,7,4,3
😁🦷🧼🌟💞,✨🦷,0,0.28571428571428575,0.16666666666666666,4,5,2,3
🏰🌍🏯🕌💠,✨️🌆🌍🎭🏛🏰💫🖼🗺,0,0.26666666666666666,0.15384615384615385,9,5,10,5
👸👗🌸💃,☀🌸👗💃,0,0.75,0.6,3,4,4,0
🌙☕📚🧘‍♀️💆‍♂️💤,️💪🔋😌🙏,0,0.11764705882352941,0.07142857142857142,11,12,5,7
☔💦‼️,☔🌧💦,0,0.5714285714285715,0.4,3,4,3,1
🎢🤩😮🔥,🎢💥🔥😱,0,0.5,0.3333333333333333,3,4,4,0
🦁👑💪🔥,✨🌟🐾👑💪🦁,0,0.6,0.42857142857142855,4,4,6,2
🛠️🔩🛠️📏🪚🔜🪜,⚙🌀🔧🔨🔩😍🛠,0,0.25,0.16666666666666666,9,9,7,2
🏋️‍♀️💦🏃‍♀️⚡💪😎💨,‍♀♂️🏋💦💪🔥,0,0.5454545454545454,0.5,11,14,8,6
🎭🕰☺️😢🌅💘,💭🕰😔😢,0,0.36363636363636365,0.2222222222222222,5,7,4,3
☀️🕶️🌊🚗💨🌴🕺,☀️🌅🏖🕶😎🚗,0,0.5,0.36363636363636365,7,9,7,2
🌊🏖️☀️👨‍👩‍👧‍👦💛🥰,‍☀♀️🌊🌞🌴🍦🏖🏝👦👧👨👩😎,0,0.6206896551724138,0.5294117647058824,14,14,15,1
☕💪💼🌟💡💥,☕⚡🌟🎯💪💯🔌🔥🙌,0,0.4,0.25,7,6,9,3
🍔💦👌🏼😋🤤,🍅🔥😋😍🤤🧀,0,0.3333333333333333,0.2,6,6,6,0
👨‍🦳🤠🎥🐴🌵😌❤️,❤🎥👧👨👴,0,0.4,0.25,9,10,5,5
🌵💪🌿🌵🦔👍,🌵🏜💚💪,0,0.4,0.2857142857142857,5,6,4,2
💃🌟👀💃🌟💥👕👖🧣🧦,✂✨👗👜👠💃💄🛍🧵,0,0.10526315789473685,0.0625,10,10,9,1
🇨🇭🍫🏞️🏰🧣❄️🌨️♨️🥾,❄️🇪🌲🏔🏕🏞🔥,0,0.2727272727272727,0.1875,13,14,8,6
🤵👔👠✨🌟,‍👔💪💯💼🔥😎,0,0.16666666666666666,0.09090909090909091,6,5,7,2
📏✂️🧩,✅✏📏📐,0,0.25,0.14285714285714285,4,4,4,0
📜👁️✒️,✍✨🌟🎨🙌,0,0.0,0.0,5,5,5,0
🍽️👪💥😂❤️,‍♀❤👦👧👨👩👯😂,0,0.25,0.15384615384615385,9,7,9,2
🩺⭐👩‍⚕️❤️,‍⚕❤️🏥👨👩💉💊💪😷🩺,0,0.6,0.46153846153846156,11,8,12,4
✈️🧳👜🌟😎💁‍♀️,️💼🚌🧳,0,0.28571428571428575,0.18181818181818182,9,10,4,6
🌞🕶️👙🏊,‍☀♀️🌊🌞🌴🏊🏖👙🕶😎,0,0.5882352941176471,0.4166666666666667,10,5,12,7
🚣‍♀️🛶💦🌊🌅,🚤,0,0.0,0.0,8,8,1,7
☕🌧️😴❤️,☔☕🌧🏠😌,0,0.3636363636363636,0.25,5,6,5,1
✈️🌍🏙️🗺️🏛️🌄🌍💃🌴💙,✈️🌍🌎🌏🎉🏞🏰🗺🧭🧳,0,0.32,0.23529411764705882,11,14,11,3
🌿✨🌸💫,🌵🌿💚,0,0.28571428571428575,0.16666666666666666,4,4,3,1
☀️🌵🏜️🌿,☀️🌞🌧🌳🌴🌵🌿🍃🏖🏜🏝🏞💦💧,0,0.47619047619047616,0.3333333333333333,11,6,15,9
☕🤫⚡📚💪,☕⚡🌅,0,0.5,0.3333333333333333,3,5,3,2
🥩🍳🥦🍲,‍🍲🍳🍽👨👩🔪😋🥕🥘🥦,0,0.39999999999999997,0.25,10,4,11,7
🌸🏞️💫❤️✨,✨🌷🌸🌺💕💖💫,0,0.42857142857142855,0.3,7,7,7,0
🛍️🎉🏬👗👠💃💖,👗👠💃💄🛍,0,0.6153846153846154,0.4444444444444444,6,8,5,3
👨‍🦳👵🫖🍽️💕🤗,❤👪👴👵💕🕰,0,0.26666666666666666,0.15384615384615385,7,9,6,3
🏝️🏖️💦👣🕶️🚣‍♀️🌴,️🌅🌊🌴🏖🏝🐠,0,0.4,0.3076923076923077,12,13,7,6
🍲🍽️🌮🍣🌭,🌍🌮🌯🌶🍕🍛🍜🍢🍣🍱🍽😋🥘🥟,0,0.3,0.17647058823529413,13,6,14,8
🦁🔊🗣️😲🌳,🌲🌳🍃👂,0,0.2,0.1111111111111111,6,6,4,2
🇨🇭⛰️🏰🌲❄️🏔️🍫✨,⛰❄️🏔🏰,0,0.5882352941176471,0.5,8,12,5,7
🔝🎨🙌🎫💥😮,❤️🌟🎨🎭💫🖌🖼😍😮,0,0.25,0.14285714285714285,8,6,10,4
🐱🌸🦋,🌸🌻🌼🌿👀,0,0.25,0.14285714285714285,5,3,5,2
🔥😋💥🌮,🌮🌶🔥,0,0.5714285714285715,0.4,4,4,3,1
🚶🏞️🌼🌸🌺🌈🧚‍♂️📚🔮😍,‍♀✨️🌲🌳🌸🏞🚶🧚,0,0.5,0.35294117647058826,13,14,10,4
📚❤️🌧️😌,☔☕🌧🏠📚😌,0,0.5,0.375,5,6,6,0
😊☀️🌈❤️,☀❤🌞🌻💛😊,0,0.5,0.375,6,6,6,0
💪🏋️‍♀️💥🙌😊❗,‍♀🎉🏋💪🔥,0,0.5,0.36363636363636365,8,10,6,4
🍣💃🏻🥢🍚🤤,✨🍣🎨😋😍,0,0.1818181818181818,0.1,6,6,5,1
🧘‍♀️🌸💆‍♀️🌟🙏,‍☮♀♂️💆🕉😌🙏🧘,0,0.5714285714285713,0.5,9,11,10,1
🌲🌿🥾🌄😌🌼🦋🌈,‍♀️🌲🌳🌿🍃🏞💆😌🧘,0,0.3157894736842105,0.1875,10,8,11,3
🧘‍♀️💆‍♀️🙌,‍♀♂️🏋💆💦💪😌🤸🧘,0,0.5,0.4166666666666667,8,9,11,2
👗😘💋,♀🌸🏻👗💃,0,0.25,0.14285714285714285,5,3,5,2
🙏⛩️💫🧘‍♀️✨,‍♀✨️🌸💫🕉🙏🧘,0,0.7777777777777778,0.7,9,9,9,0
😌✨🧩,✨🌟😌,0,0.6666666666666666,0.5,3,3,3,0
🍕🧀😌♥️,🍕😋😍🧀,0,0.4444444444444445,0.2857142857142857,4,5,4,1
🏗️💥🛠️🌟,😍🙌,0,0.0,0.0,6,6,2,4
🐘🌳🏞️🎪🧳💪✨,🌍🌳🌿🍃🏞🐘🐾,0,0.39999999999999997,0.25,7,8,7,1
🌍🎎🍣🌮🍲🍧🍱,🌍🌮🍜🍲🍽🎉🎭🥘,0,0.39999999999999997,0.25,7,7,8,1
🏞️🌄🚶‍♂️🏔️🌲🪨🌿,⛰️🌄🌲🏞🗺🚶🥾,0,0.5,0.38461538461538464,10,12,8,4
💇🔌💥💨✂️🎢,‍♀️🌬💇💨🔌🔝,0,0.5333333333333333,0.36363636363636365,8,7,8,1
🇩🇪🏰📚💻,🇩🇵🏯🏰,0,0.4444444444444445,0.2857142857142857,4,5,4,1
🐶✨🥰😄🎮💓🏠👪💖,❤🐶🐾💕😍🤗,0,0.13333333333333333,0.07142857142857142,9,9,6,3
🏙️👀🌞🤩💎🏢📈,☀🌞🌟🏙🏢💎💡,0,0.5333333333333333,0.36363636363636365,7,8,7,1
🐦💖🌸🌼🌺🍃🐝🐦🐣,🌸🌺🍯🐝,0,0.46153846153846156,0.3333333333333333,6,9,4,5
🎨🌈✨🪄❤️,✨🌈🌸🌺🎨💫🔍🖌😍,0,0.4,0.25,8,6,9,3
❄️🆒💨😎🌡️✨,❄️🌬🔥😌,0,0.3076923076923077,0.2,6,8,5,3
👗👜💄🌆,🌟🎨👗👠💃💄😍🤩,0,0.3333333333333333,0.2,6,4,8,4
🇯🇵🎎🏮🧘‍♀️🌸,🇯🇵🌸🎎,0,0.6153846153846153,0.4444444444444444,7,9,4,5
🌿🌬️🌧️❤️,❄️🌬🍃🏠💨,0,0.30769230769230765,0.2222222222222222,6,7,6,1
❄️☃️⛄🌨️❣️,☃⛄❄️🌨🛋🧣,0,0.6250000000000001,0.625,7,9,7,2
🏈💪💨🏃‍♂️🙌🎉✌️😱,‍♂⚡⚽🏃🏆🏈💥🔥😱,0,0.45454545454545453,0.3125,11,12,10,2
🎵🔥🤯🎶🤘,🎯🏀🏋💥💪💯🔥,0,0.16666666666666666,0.09090909090909091,7,5,7,2
🌸🌸🌸🌸🌸💖💫🌸,✨❤🌷🌸🌺🌼🍃💕😍,0,0.11764705882352941,0.09090909090909091,8,8,9,1
🌄🏔️❤️🌿🎨,🌳🌸🌿🎨🏞😍,0,0.30769230769230765,0.2,7,7,6,1
👥👫🌈🌞💌⛱️👋🏼🏰🌍,🌍🌺🎉🎪👥😃,0,0.23529411764705885,0.13333333333333333,11,11,6,5
🌬️🧥❄️✨👌🏼,❄️🌬🔥🧣🧥,0,0.5714285714285715,0.4444444444444444,7,8,6,2
🔥🍿🎥🍴✨,⏰🔛🔥,0,0.25,0.14285714285714285,5,5,3,2
🍩💫🔥🛋️🧁😝🍬💙😜💛🧁🍭🤩,✨🌈😋😌😍,0,0.0,0.0,14,14,5,9
💻👨‍💻👩‍💻👨‍🔬💡🤖💻🆕💡,‍👨👩💡💻🔧🚀,0,0.4545454545454545,0.5,11,15,7,8
🖌️🎨⚡😍🌻🏰🙌💫,❤🎨🏛🖼😍,0,0.2857142857142857,0.16666666666666666,8,9,5,4
🎨🖌️🌟😃💦,‍️🎉🔥🔫,0,0.1818181818181818,0.1,5,6,5,1
🔭🌌🪐✨,nan,0,0.0,0.0,4,4,3,1
🐢🧘‍♀️⏳,️🌿🏞💪😌,0,0.1818181818181818,0.1,6,6,5,1
🏡👨‍👩‍👧‍👦🛏️🏠🔥,🏠🏡🛋,0,0.26666666666666666,0.18181818181818182,12,12,3,9
🥞🍁🥰✨,🍁🍓🍯😋🥞,0,0.4444444444444445,0.2857142857142857,5,4,5,1
🌊🚤😎💨❤️🌊,️🌊🌬🏍💨,0,0.5,0.375,6,7,5,2
🦝🙈😈🐾👀,🐶,0,0.0,0.0,5,5,1,4
🏀😤🔥✋👊⚡😵,🏀💥💪🔥,0,0.36363636363636365,0.2222222222222222,6,7,4,3
🏰🥂🍽️🛋️🕯️❤️👥💬,🌸🌺🏘😊🙏🤝,0,0.0,0.0,12,12,6,6
🖌️🖼️🎨🏛️🧩🗿🏆🎯,🎨🎭🏛🖼,0,0.39999999999999997,0.3,10,11,4,7
🌸🌸🌸🌸🌸❄️🙏💕,🌸🌺🍃🦋,0,0.15384615384615383,0.125,8,9,4,5
🌞☀️🌊🏖️😎,☀️🌊🌞🌴🏖👙🕶😎,0,0.75,0.6666666666666666,5,7,9,2
🦩🌈✨🏞️🎆🎇🌍☁️🦩,🌊🌴🦩,0,0.14285714285714288,0.09090909090909091,10,11,3,8
🍉🌳🧺,‍☀♀️🌲🌳🏕🏞🚴,0,0.16666666666666666,0.09090909090909091,8,3,9,6
🌅🚶‍♀️🏖️🎵,‍♀️🌊🎵🎶🏖💆😌,0,0.5882352941176471,0.45454545454545453,7,8,9,1
🧺🔄🧦👌,👕👖👚💦🚿🧼,0,0.0,0.0,6,4,6,2
🏆🚪🥊🥊💥🔥✨,🏀🏆💥💨💪🔥,0,0.4615384615384615,0.3333333333333333,6,7,6,1
🎯💪😃🏆,🌟🎉🎓🎯🏆💪🙌,0,0.5454545454545454,0.375,6,4,7,3
🧥😌💕,👖🔥🧥,0,0.3333333333333333,0.2,3,3,3,0
🎨👌😮👀🌪️🔥💯,🎨🎭🔥,0,0.36363636363636365,0.2222222222222222,6,8,3,5
🍽️🍴🚿🧽🧼💩,🍽💦🚫🧼🧽,0,0.5,0.3333333333333333,5,7,5,2
🌳🥾🌄🙌,️🌲🌳🏞🚶🥾,0,0.4,0.25,5,4,6,2
👵🍲🍛🥘🥗🥖🍴🍽️,‍❤🍲🍳🍴👧👨👩👵🕰🧁,0,0.3,0.17647058823529413,10,9,11,2
🐜🐛👅🌀,nan,0,0.0,0.0,4,4,3,1
🐶💛🆚❤️💜🦶,❤🏡🐕🐶🐾💕,0,0.30769230769230765,0.18181818181818182,7,7,6,1
👍💼🎉🥳🌙💪😃,🎉💼,0,0.4444444444444445,0.2857142857142857,6,7,2,5
🔧🪛📦🔩,🔧🔩🛠🪑🪛,0,0.6666666666666665,0.5,4,4,5,1
🌸👌🎨🌿🌷,🌸,0,0.33333333333333337,0.2,4,5,1,4
✍️📜🕊️💫🪡🧶💭🌞🧡✨,✍✨🌈🌙🌸🌹🌺💔💕💖💞💫😢🪄,0,0.23076923076923075,0.13636363636363635,13,12,14,2
🇧🇷🎊🎉🍲🍛⚽💛💚❤️,⚽🇧🇷🌴🍴🍹🎉🎭🏖💃,0,0.380952380952381,0.23529411764705882,10,11,10,1
🔥🛌🔖💗😌,🏠🔥,0,0.28571428571428575,0.16666666666666666,5,5,2,3
🥵☀️🌊🍹😎,‍☀♀♂️🌴🍹🏊💆💦😎🥤,0,0.4444444444444444,0.2857142857142857,8,6,12,6
🙌💪💼✨😅🤲💰💼✨😂❤️👏,🌟💸💼😄🙌,0,0.2222222222222222,0.14285714285714285,12,13,5,8
👨‍👩‍👧‍👦👨‍👩‍👧‍👧👨‍👩‍👦‍👦🥰😂📷🌅,‍❤👦👧👨👩😂🤣,0,0.36363636363636365,0.5454545454545454,19,25,8,17
🎶❤️🚀🕰️📍,✨🌌🌍🌟🎤🎵🎶🎸💃💫🕺😢,0,0.10526315789473685,0.058823529411764705,12,7,12,5
🪵🛠️🪚🌀,✂🌳🔧🔨🛠🪓🪚🪵,0,0.4615384615384615,0.3,6,5,8,3
📚📚🌌🤔🧠💭🤫,❤🌟💕💖📖📚😌,0,0.14285714285714285,0.08333333333333333,7,7,7,0
🏰🧱🗝️⛓️🚪🧹👻🔮,🏰👑🔮🗝,0,0.4285714285714285,0.3,9,10,4,6
🌎⭐🌱💖💐,☀🌞🌻🌼🌿💛,0,0.0,0.0,6,5,6,1
